song_id,song_name,artist,album,Like_Count,Lyric,cover_url,words,label
6127308,시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌,시간을 거슬러 (낮에 뜨는 달 X 케이윌),"[2,076]",구름에 빛은 흐려지고  창가에 요란히 내리는  빗물 소리만큼 시린 기억들이  내 마음 붙잡고 있는데  갈수록 짙어져 간 그리움에 잠겨  시간을 거슬러 갈 순 없나요  그때처럼만 그대 날 안아주면  괜찮을 텐데 이젠  젖어든 빗길을 따라가  함께한 추억을 돌아봐  흐려진 빗물에 떠오른 그대가  내 눈물 속에서 차올라와  갈수록 짙어져 간 그리움에 잠겨  시간을 거슬러 갈 순 없나요  그때처럼만 그대 날 안아주면  괜찮을 텐데 이젠  흩어져 가  나와 있어주던 그 시간도  그 모습도  다시 그때처럼만 그대를 안아서  시간을 거슬러 갈 순 없나요  한 번이라도 마지막일지라도  괜찮을 텐데,https://image.bugsm.co.kr/album/images/200/40644/4064420.jpg?version=20211109010253.0,"['구름에', '빛은', '흐려지고', '창가에', '요란히', '내리는', '빗물', '소리만큼', '시린', '기억들이', '내', '마음', '붙잡고', '있는데', '갈수록', '짙어져', '간', '그리움에', '잠겨', '시간을', '거슬러', '갈', '순', '없나요', '그때처럼만', '그대', '날', '안아주면', '괜찮을', '텐데', '이젠', '젖어든', '빗길을', '따라가', '함께한', '추억을', '돌아봐', '흐려진', '빗물에', '떠오른', '그대가', '내', '눈물', '속에서', '차올라와', '갈수록', '짙어져', '간', '그리움에', '잠겨', '시간을', '거슬러', '갈', '순', '없나요', '그때처럼만', '그대', '날', '안아주면', '괜찮을', '텐데', '이젠', '흩어져', '가', '나와', '있어주던', '그', '시간도', '그', '모습도', '다시', '그때처럼만', '그대를', '안아서', '시간을', '거슬러', '갈', '순', '없나요', '한', '번이라도', '마지막일지라도', '괜찮을', '텐데']",0
32333010,왜? 날,백예린 (Yerin Baek),선물,"[1,408]",그대 내게 기대어  편안하게 쉬고 있을 때면 느끼죠  그대 나를 원한다는 걸  이제 내게 말해줘  너의 두 눈 감은 채로 말해 달라는  나의 부탁 들어주겠니?  왜 날 설레이게 해  왜 날 설레이게 해  왜 날 느끼게 해  왜 날 너를 느끼게 해  이제 내게 말해줘  너의 두 눈 감은 채로 말해 달라는  나의 부탁 들어주겠니?  왜 날 설레이게 해  왜 날 설레이게 해  왜 날 느끼게 해  왜 날 너를 느끼게 해  오 말은 안 해도 내게 눈짓만 해도  그래 나는 느낄 수 있어  그런 눈으로 나를 바라본다면  나는 견딜 수 없어  왜 날 설레이게 해  왜 날 설레이게 해  왜 날 느끼게 해  왜 날 너를 느끼게 해,https://image.bugsm.co.kr/album/images/200/204200/20420099.jpg?version=20210917004524.0,"['그대', '내게', '기대어', '편안하게', '쉬고', '있을', '때면', '느끼죠', '그대', '나를', '원한다는', '걸', '이제', '내게', '말해줘', '너의', '두', '눈', '감은', '채로', '말해', '달라는', '나의', '부탁', '들어주겠니?', '왜', '날', '설레이게', '해', '왜', '날', '설레이게', '해', '왜', '날', '느끼게', '해', '왜', '날', '너를', '느끼게', '해', '이제', '내게', '말해줘', '너의', '두', '눈', '감은', '채로', '말해', '달라는', '나의', '부탁', '들어주겠니?', '왜', '날', '설레이게', '해', '왜', '날', '설레이게', '해', '왜', '날', '느끼게', '해', '왜', '날', '너를', '느끼게', '해', '오', '말은', '안', '해도', '내게', '눈짓만', '해도', '그래', '나는', '느낄', '수', '있어', '그런', '눈으로', '나를', '바라본다면', '나는', '견딜', '수', '없어', '왜', '날', '설레이게', '해', '왜', '날', '설레이게', '해', '왜', '날', '느끼게', '해', '왜', '날', '너를', '느끼게', '해']",0
31657872,조금 더 외로워지겠지,김나영,검색어를 입력하세요 WWW OST,[133],조금만 덜 좋아했다면  우린 어쩜 모른 척 살았을까  지쳐가는 너를  흔들리는 나를  외면한 채 그저  곁에 두고서  넌 알았을 거야  처음부터  마지막을 겁냈던 나를  너 없이 못 사는  그런 사람 되긴 싫어서  언제든 먼저 내가 널  떠날 수 있게  어리석은 계산  내가 감당할 수 있을 만큼만  넌 알고 있었을까  그건 아무런 상관이 없다는 걸  난 몰랐던 거야  너에게도  쉽지만은 않았을 길을  혼자서 못 걷는  그런 사람 되긴 싫어서  항상 생각해  이별 후 남겨진 모습  다시 걸으면 돼  너를 몰랐던 예전처럼 혼자  널 만나기 전보다  아마 조금 더 외로워지겠지만  숨차게 달려온 내 삶에  지친 등을 받아준 의자처럼  고마웠던 사람  혼자선 못 걷는  그런 사람 되긴 싫어서  너 없이 못 사는  그런 사람 되긴 싫어서  언제든 너를 웃으며  보낼 수 있게  바보 같은 다짐  혼자 남겨져 울진 않을 거야  난 이젠 알 것 같아  그건 아무런 소용이 없다 는 걸,https://image.bugsm.co.kr/album/images/200/202671/20267142.jpg?version=20190910050615.0,"['조금만', '덜', '좋아했다면', '우린', '어쩜', '모른', '척', '살았을까', '지쳐가는', '너를', '흔들리는', '나를', '외면한', '채', '그저', '곁에', '두고서', '넌', '알았을', '거야', '처음부터', '마지막을', '겁냈던', '나를', '너', '없이', '못', '사는', '그런', '사람', '되긴', '싫어서', '언제든', '먼저', '내가', '널', '떠날', '수', '있게', '어리석은', '계산', '내가', '감당할', '수', '있을', '만큼만', '넌', '알고', '있었을까', '그건', '아무런', '상관이', '없다는', '걸', '난', '몰랐던', '거야', '너에게도', '쉽지만은', '않았을', '길을', '혼자서', '못', '걷는', '그런', '사람', '되긴', '싫어서', '항상', '생각해', '이별', '후', '남겨진', '모습', '다시', '걸으면', '돼', '너를', '몰랐던', '예전처럼', '혼자', '널', '만나기', '전보다', '아마', '조금', '더', '외로워지겠지만', '숨차게', '달려온', '내', '삶에', '지친', '등을', '받아준', '의자처럼', '고마웠던', '사람', '혼자선', '못', '걷는', '그런', '사람', '되긴', '싫어서', '너', '없이', '못', '사는', '그런', '사람', '되긴', '싫어서', '언제든', '너를', '웃으며', '보낼', '수', '있게', '바보', '같은', '다짐', '혼자', '남겨져', '울진', '않을', '거야', '난', '이젠', '알', '것', '같아', '그건', '아무런', '소용이', '없다', '는', '걸']",0
6131291,신촌을 못가,허각,신촌을 못가,[219],신촌을 못가 한번을 못가  혹시 너와 마주칠까 봐  널 보면 눈물이 터질까 봐  친구들 한잔 하자고 또 꼬시며  불러대도 난 안가  아니 죽어도 못가  자주 갔었던 좋아했었던  사거리 그 포장마차가 그립다  니가 너무 그립다  새빨개진 그 얼굴로  날 사랑한다 했었던  그곳엘 내가 어떻게 가니  오늘 그 거리가 그리워 운다 또 운다  아직 많이 보고 싶나 봐  너도 어디선가 나처럼 울까 또 울까  그런 너를 마주칠까 신촌을 못가  데려다주던 아쉬워하던  막차 버스 안에서  우리 좋았지 우리 너무 좋았지  뒷자리 창가에 앉아  호 입김 불며 그리던 니 이름  그리고 널 사랑해 그걸 어떻게 잊니  오늘 그 거리가 그리워 운다 또 운다  아직 많이 보고 싶나 봐  너도 어디선가 나처럼 울까 또 울까  그런 너를 마주칠까 신촌을 못가  우리 둘만 있어도 좋았잖아  종일 땀이 찼던  두 손 뜨겁던 입맞춤도  다 거기 있잖아 다 살아 있잖아  오늘 이 노래를 부른다  Good bye and Good bye (잘가 잘가)  이젠 너를 놓아 줄까 봐  마지막으로 널 부른다  사랑해 널 사랑해  너를 만난 그 곳은 참 행복했었다,https://image.bugsm.co.kr/album/images/200/40659/4065915.jpg?version=20211013010348.0,"['신촌을', '못가', '한번을', '못가', '혹시', '너와', '마주칠까', '봐', '널', '보면', '눈물이', '터질까', '봐', '친구들', '한잔', '하자고', '또', '꼬시며', '불러대도', '난', '안가', '아니', '죽어도', '못가', '자주', '갔었던', '좋아했었던', '사거리', '그', '포장마차가', '그립다', '니가', '너무', '그립다', '새빨개진', '그', '얼굴로', '날', '사랑한다', '했었던', '그곳엘', '내가', '어떻게', '가니', '오늘', '그', '거리가', '그리워', '운다', '또', '운다', '아직', '많이', '보고', '싶나', '봐', '너도', '어디선가', '나처럼', '울까', '또', '울까', '그런', '너를', '마주칠까', '신촌을', '못가', '데려다주던', '아쉬워하던', '막차', '버스', '안에서', '우리', '좋았지', '우리', '너무', '좋았지', '뒷자리', '창가에', '앉아', '호', '입김', '불며', '그리던', '니', '이름', '그리고', '널', '사랑해', '그걸', '어떻게', '잊니', '오늘', '그', '거리가', '그리워', '운다', '또', '운다', '아직', '많이', '보고', '싶나', '봐', '너도', '어디선가', '나처럼', '울까', '또', '울까', '그런', '너를', '마주칠까', '신촌을', '못가', '우리', '둘만', '있어도', '좋았잖아', '종일', '땀이', '찼던', '두', '손', '뜨겁던', '입맞춤도', '다', '거기', '있잖아', '다', '살아', '있잖아', '오늘', '이', '노래를', '부른다', 'Good', 'bye', 'and', 'Good', 'bye', '(잘가', '잘가)', '이젠', '너를', '놓아', '줄까', '봐', '마지막으로', '널', '부른다', '사랑해', '널', '사랑해', '너를', '만난', '그', '곳은', '참', '행복했었다']",0
6115656,지나가요 (Duet 최유리),스무살,지나가요 (Duet 최유리),[254],사랑이 지나가요  결국엔 우리 둘도  이렇게 흘러가네요    잘 지내란 말  이따위 말만  해줄 수밖에 없나 봐요    언제였을까 나 그대를  사랑하게 된 날이  그 처음의 나와 지금의 나는  얼마큼 멀어진 걸까요    혼자인 내가 둘이 되어서  행복한 꿈을 나눴었고  그렇게 꿈이 커져 갈수록  바라는 게 많아졌나 봐요     사랑이 지나가요  결국엔 우리 둘도  이렇게 흘러가네요    잘 지내란 말  이따위 말만  해줄 수밖에 없나 봐요    함께한 장면들 그때를  세어보다 넘쳐요  그 순간의 너와 함께한 나는  과분하게 행복했어요    사랑이 지나 편함이 되어  서로를 내버려 두었죠  그렇게 우린 지쳐가다가  바라는 게 없어졌나 봐요    사랑이 지나가요  결국엔 우리 둘도  이렇게 흘러가네요    잘 지내란 말  이따위 말만  해줄 수밖에 없나 봐요    추억이 지나가요  우리가 지나가요    기억이 지나가요  사랑이 이렇게 지나가요    너무 사랑했던  푸르던 나의 그대  그동안 고마웠어요    그대였기에  걸어온 날이  한 편의 영화 같았어요,https://image.bugsm.co.kr/album/images/200/40505/4050500.jpg?version=20211109010351.0,"['사랑이', '지나가요', '결국엔', '우리', '둘도', '이렇게', '흘러가네요', '잘', '지내란', '말', '이따위', '말만', '해줄', '수밖에', '없나', '봐요', '언제였을까', '나', '그대를', '사랑하게', '된', '날이', '그', '처음의', '나와', '지금의', '나는', '얼마큼', '멀어진', '걸까요', '혼자인', '내가', '둘이', '되어서', '행복한', '꿈을', '나눴었고', '그렇게', '꿈이', '커져', '갈수록', '바라는', '게', '많아졌나', '봐요', '사랑이', '지나가요', '결국엔', '우리', '둘도', '이렇게', '흘러가네요', '잘', '지내란', '말', '이따위', '말만', '해줄', '수밖에', '없나', '봐요', '함께한', '장면들', '그때를', '세어보다', '넘쳐요', '그', '순간의', '너와', '함께한', '나는', '과분하게', '행복했어요', '사랑이', '지나', '편함이', '되어', '서로를', '내버려', '두었죠', '그렇게', '우린', '지쳐가다가', '바라는', '게', '없어졌나', '봐요', '사랑이', '지나가요', '결국엔', '우리', '둘도', '이렇게', '흘러가네요', '잘', '지내란', '말', '이따위', '말만', '해줄', '수밖에', '없나', '봐요', '추억이', '지나가요', '우리가', '지나가요', '기억이', '지나가요', '사랑이', '이렇게', '지나가요', '너무', '사랑했던', '푸르던', '나의', '그대', '그동안', '고마웠어요', '그대였기에', '걸어온', '날이', '한', '편의', '영화', '같았어요']",0
6129984,사랑은 언제나 목마르다 (N번째 연애 X 이해리 (다비치)),이해리,사랑은 언제나 목마르다 (N번째 연애 X 이해리 (다비치)),"[1,027]",그렇게 많이 사랑한다 했는데  이제야 사랑을 알 것 같아요  부탁이 있어 제발 용서 마세요  오늘 난 당신을 버리려고 해  제발 얼굴을 들어봐요  나를 위해서 참아왔던 아픈  사랑으로 나를 잡아줘요  단 하나의 그 하나로  사랑하고 싶었던  그 아픈 약속과 눈물들이  가슴속 멍으로 남겠지만  난 떠나요  이제 돌아오지 못할 거예요  난 사랑에 목이 마르겠지요  그대는 항상 미안하다고 했죠  지금도 눈물을 참고 있나요  나를 위해 울지 마세요  나를 사랑하며 참아온 모든  이 상처를 오늘 다 버려요  단 하나의 그 하나로  사랑한다 했었던  그대의 약속과 눈물들이  다시 또 나를 울리겠지만  괜찮아요  날 위해 슬퍼하지 마세요  이젠 나를 사랑하지 마요  오직 하나의 그 하나로  사랑하자 했었던  우리의 약속과 추억들이  가슴속 상처로 남을 거야  난 떠나요  이제 돌아오지 못할 거예요  난 사랑에 목이 마르겠지요,https://image.bugsm.co.kr/album/images/200/40654/4065427.jpg?version=20211015004305.0,"['그렇게', '많이', '사랑한다', '했는데', '이제야', '사랑을', '알', '것', '같아요', '부탁이', '있어', '제발', '용서', '마세요', '오늘', '난', '당신을', '버리려고', '해', '제발', '얼굴을', '들어봐요', '나를', '위해서', '참아왔던', '아픈', '사랑으로', '나를', '잡아줘요', '단', '하나의', '그', '하나로', '사랑하고', '싶었던', '그', '아픈', '약속과', '눈물들이', '가슴속', '멍으로', '남겠지만', '난', '떠나요', '이제', '돌아오지', '못할', '거예요', '난', '사랑에', '목이', '마르겠지요', '그대는', '항상', '미안하다고', '했죠', '지금도', '눈물을', '참고', '있나요', '나를', '위해', '울지', '마세요', '나를', '사랑하며', '참아온', '모든', '이', '상처를', '오늘', '다', '버려요', '단', '하나의', '그', '하나로', '사랑한다', '했었던', '그대의', '약속과', '눈물들이', '다시', '또', '나를', '울리겠지만', '괜찮아요', '날', '위해', '슬퍼하지', '마세요', '이젠', '나를', '사랑하지', '마요', '오직', '하나의', '그', '하나로', '사랑하자', '했었던', '우리의', '약속과', '추억들이', '가슴속', '상처로', '남을', '거야', '난', '떠나요', '이제', '돌아오지', '못할', '거예요', '난', '사랑에', '목이', '마르겠지요']",0
32326891,ONE ROOM,이기찬,ONE ROOM,[68],하고싶은 말이 있어 통화 괜찮니  뻔한 인사라서 미안해  손가락 끝에 남아있던 너의 번호가  이젠 다 지워졌나봐  솔직히 넌 내옆에서 제일 예뻤어  이 말 많이 못해줘서 미안해  내가 좋아하던 네 표정 그대로인지  맞아 넌 정말 예뻤어  나를 봐 아직도 나아진 게 하나 없어  니 얼굴 볼 수 없어  발버둥치며 열심히 살았는데  매일 어떻게든 버티며 살았는데  여전히 좁은 방 한 칸은 변한 게 없다  자존심에 떠난 게 무색해지잖아  내 맘이 좁아 떠났단 걸 알면서  좁은 방이 싫어 떠났다 생각했어  염치도 없이 이제 와서 안될 걸 알아  어떡해 내가 바보였어  너도 가끔 생각나니 헤어지던 날  너를 독하다고 원망했던 날  나라고 어디 쉬웠겠니 이별하는 게  많이 힘들었어  내 번호 바꿔달라며 울던 네 전화에  못 참고 울었잖아  발버둥치며 열심히 살았는데  매일 어떻게든 버티며 살았는데  여전히 좁은 방 한 칸은 변한 게 없다  자존심에 떠난 게 무색해지잖아  내 맘이 좁아 떠났단 걸 알면서  좁은 방이 싫어 떠났다 생각했어  염치도 없이 이제 와서 안될 걸 알아  울지마  내가 이런 말 할 자격 없겠지만  그래도 너는 행복하기를 바랄게  이제야 우리 진짜 이별하는 것 같아  끊을게  이제 다시 전화 할 일 없을꺼야  고생했다 우리,https://image.bugsm.co.kr/album/images/200/204186/20418647.jpg?version=20210907004504.0,"['하고싶은', '말이', '있어', '통화', '괜찮니', '뻔한', '인사라서', '미안해', '손가락', '끝에', '남아있던', '너의', '번호가', '이젠', '다', '지워졌나봐', '솔직히', '넌', '내옆에서', '제일', '예뻤어', '이', '말', '많이', '못해줘서', '미안해', '내가', '좋아하던', '네', '표정', '그대로인지', '맞아', '넌', '정말', '예뻤어', '나를', '봐', '아직도', '나아진', '게', '하나', '없어', '니', '얼굴', '볼', '수', '없어', '발버둥치며', '열심히', '살았는데', '매일', '어떻게든', '버티며', '살았는데', '여전히', '좁은', '방', '한', '칸은', '변한', '게', '없다', '자존심에', '떠난', '게', '무색해지잖아', '내', '맘이', '좁아', '떠났단', '걸', '알면서', '좁은', '방이', '싫어', '떠났다', '생각했어', '염치도', '없이', '이제', '와서', '안될', '걸', '알아', '어떡해', '내가', '바보였어', '너도', '가끔', '생각나니', '헤어지던', '날', '너를', '독하다고', '원망했던', '날', '나라고', '어디', '쉬웠겠니', '이별하는', '게', '많이', '힘들었어', '내', '번호', '바꿔달라며', '울던', '네', '전화에', '못', '참고', '울었잖아', '발버둥치며', '열심히', '살았는데', '매일', '어떻게든', '버티며', '살았는데', '여전히', '좁은', '방', '한', '칸은', '변한', '게', '없다', '자존심에', '떠난', '게', '무색해지잖아', '내', '맘이', '좁아', '떠났단', '걸', '알면서', '좁은', '방이', '싫어', '떠났다', '생각했어', '염치도', '없이', '이제', '와서', '안될', '걸', '알아', '울지마', '내가', '이런', '말', '할', '자격', '없겠지만', '그래도', '너는', '행복하기를', '바랄게', '이제야', '우리', '진짜', '이별하는', '것', '같아', '끊을게', '이제', '다시', '전화', '할', '일', '없을꺼야', '고생했다', '우리']",0
31935570,할 수 없는 일 (I Can’t),SUPER JUNIOR-K.R.Y. (슈퍼주니어-K.R.Y.),푸르게 빛나던 우리의 계절 (When We Were Us) - The 1st Mini Album,[224],나지막한 목소리로  널 사랑한다고 내 입술에  맴도는 말  서툰 내 마음 모른 척  넌 웃어주었지 그 미소에  또 웃는 나  이별의 아픈 밤들이  하나 둘 모두 떠나가  네 손이 나를 잡아준다면  오늘 이 시간을 기억해 줘  수많은 계절은 지나가도  헤어지는 건  멀어지는 건  우리와 상관없는 일  손끝에 닿은 네 손에  떨리는 마음을 들킬까 봐  더 꼭 잡아  멀리 하나 둘 켜지는  저 가로등의 불빛이  널 따스하게 비춰주는 밤  오늘 이 시간을 기억해 줘  수많은 계절은 지나가도  헤어지는 건  멀어지는 건  우리와 상관없는 일  이별이 아닌 밤들  변하지 않는 마음을  느끼고 있어  내 품에 너를 안으면  오래전 이 날을 기억해 줘  수많은 오늘이 지나가도  헤어지는 건  멀어지는 건  우리와 상관없는 일  헤어지는 건  멀어지는 건  우리와 상관없는 일  우리가 할 수 없는 일,https://image.bugsm.co.kr/album/images/200/203300/20330067.jpg?version=20200615182000.0,"['나지막한', '목소리로', '널', '사랑한다고', '내', '입술에', '맴도는', '말', '서툰', '내', '마음', '모른', '척', '넌', '웃어주었지', '그', '미소에', '또', '웃는', '나', '이별의', '아픈', '밤들이', '하나', '둘', '모두', '떠나가', '네', '손이', '나를', '잡아준다면', '오늘', '이', '시간을', '기억해', '줘', '수많은', '계절은', '지나가도', '헤어지는', '건', '멀어지는', '건', '우리와', '상관없는', '일', '손끝에', '닿은', '네', '손에', '떨리는', '마음을', '들킬까', '봐', '더', '꼭', '잡아', '멀리', '하나', '둘', '켜지는', '저', '가로등의', '불빛이', '널', '따스하게', '비춰주는', '밤', '오늘', '이', '시간을', '기억해', '줘', '수많은', '계절은', '지나가도', '헤어지는', '건', '멀어지는', '건', '우리와', '상관없는', '일', '이별이', '아닌', '밤들', '변하지', '않는', '마음을', '느끼고', '있어', '내', '품에', '너를', '안으면', '오래전', '이', '날을', '기억해', '줘', '수많은', '오늘이', '지나가도', '헤어지는', '건', '멀어지는', '건', '우리와', '상관없는', '일', '헤어지는', '건', '멀어지는', '건', '우리와', '상관없는', '일', '우리가', '할', '수', '없는', '일']",0
6095809,그대는 눈물겹다 (20th edition),엠씨더맥스 (M.C the MAX),CEREMONIA (Complete Edition),[23],나에게 곧 올 거라고 믿고 있었죠  눈물겨운 기다림을 아는지  나처럼 그대도 많이 힘들 거라고  눈물겨운 착각 속에 난 살고 있었죠  오늘까지  내 것이었던 그대가 스쳐 가요  이름조차도 부를 수가 없었죠  멈춰 있던 나를 그대가 보네요  이미 누군가의 그대가 된 듯  괜찮아요 난 그냥 지나치세요  괜찮아요 난 그대 행복 봤으니  잠시 스쳐 갔던 그대 모습으로  다시 한동안은 견딜 수 있겠죠  얼마나 스치는 우연 바랬었는데  모른 채로 살아가야 하는지  나처럼 아프게 살길 바랬었나 봐  그런 못된 욕심부린 나  이런 아픔만 남았네요  내 것이었던 그대가 스쳐 가요  이름조차도 부를 수가 없었죠  멈춰있던 나를 그대가 보네요  이미 누군가의 그대가 된 듯  괜찮아요 난 그냥 지나치세요  괜찮아요 난 그대 행복 봤으니  잠시 스쳐 갔던 그대 모습으로  다시 한동안은 견딜 수 있겠죠  하늘마저 내게 말해 주나 봐  그댄 이미 행복해져 있다고  너무 익숙한 그 향기가 익숙한 그 표정이  익숙한 그 모든 게 멀어져  괜찮아요 난 다시 그댈 보내도  괜찮아요 난 눈물로 또 살아도  나를 잊기 위해 누굴 만났다고  그렇게라도 나 살아갈 수 있죠,https://image.bugsm.co.kr/album/images/200/40374/4037409.jpg?version=20210421043038.0,"['나에게', '곧', '올', '거라고', '믿고', '있었죠', '눈물겨운', '기다림을', '아는지', '나처럼', '그대도', '많이', '힘들', '거라고', '눈물겨운', '착각', '속에', '난', '살고', '있었죠', '오늘까지', '내', '것이었던', '그대가', '스쳐', '가요', '이름조차도', '부를', '수가', '없었죠', '멈춰', '있던', '나를', '그대가', '보네요', '이미', '누군가의', '그대가', '된', '듯', '괜찮아요', '난', '그냥', '지나치세요', '괜찮아요', '난', '그대', '행복', '봤으니', '잠시', '스쳐', '갔던', '그대', '모습으로', '다시', '한동안은', '견딜', '수', '있겠죠', '얼마나', '스치는', '우연', '바랬었는데', '모른', '채로', '살아가야', '하는지', '나처럼', '아프게', '살길', '바랬었나', '봐', '그런', '못된', '욕심부린', '나', '이런', '아픔만', '남았네요', '내', '것이었던', '그대가', '스쳐', '가요', '이름조차도', '부를', '수가', '없었죠', '멈춰있던', '나를', '그대가', '보네요', '이미', '누군가의', '그대가', '된', '듯', '괜찮아요', '난', '그냥', '지나치세요', '괜찮아요', '난', '그대', '행복', '봤으니', '잠시', '스쳐', '갔던', '그대', '모습으로', '다시', '한동안은', '견딜', '수', '있겠죠', '하늘마저', '내게', '말해', '주나', '봐', '그댄', '이미', '행복해져', '있다고', '너무', '익숙한', '그', '향기가', '익숙한', '그', '표정이', '익숙한', '그', '모든', '게', '멀어져', '괜찮아요', '난', '다시', '그댈', '보내도', '괜찮아요', '난', '눈물로', '또', '살아도', '나를', '잊기', '위해', '누굴', '만났다고', '그렇게라도', '나', '살아갈', '수', '있죠']",0
32297540,널 지우려 해,바닐라 어쿠스틱(Vanilla Acoustic),여름 감성,[56],너의 희미한 흔적들이  나를 점점 조각나게 해  이제 그만 지우고 싶어  너와의 작은 기억들이  나를 점점 조여오는 걸  이제 그만 다 잊고 싶어  I hate this feeling  Can't help this feeling  이제는 널 하나둘 지워보려 해  I hate this feeling  너로 채운 사진첩을 비워  이제 그만 널 지우려 해  내게 주는 작은 희망에  나는 점점 아파오는걸  이제 그만 다 잊고 싶어  I hate this feeling  Can't help this feeling  이제는 널 하나둘 지워보려 해  I hate this feeling  너로 채운 사진첩을 비워  이제 그만 널 지우려 해  지난 시간처럼  Can't love can't love again  그때의 우리로 돌아갈 순 없잖아  I hate this feeling  늘 비워둔 너의 자릴 지워  이제 그만 널 지우려 해,https://image.bugsm.co.kr/album/images/200/204118/20411830.jpg?version=20210729180021.0,"['너의', '희미한', '흔적들이', '나를', '점점', '조각나게', '해', '이제', '그만', '지우고', '싶어', '너와의', '작은', '기억들이', '나를', '점점', '조여오는', '걸', '이제', '그만', '다', '잊고', '싶어', 'I', 'hate', 'this', 'feeling', ""Can't"", 'help', 'this', 'feeling', '이제는', '널', '하나둘', '지워보려', '해', 'I', 'hate', 'this', 'feeling', '너로', '채운', '사진첩을', '비워', '이제', '그만', '널', '지우려', '해', '내게', '주는', '작은', '희망에', '나는', '점점', '아파오는걸', '이제', '그만', '다', '잊고', '싶어', 'I', 'hate', 'this', 'feeling', ""Can't"", 'help', 'this', 'feeling', '이제는', '널', '하나둘', '지워보려', '해', 'I', 'hate', 'this', 'feeling', '너로', '채운', '사진첩을', '비워', '이제', '그만', '널', '지우려', '해', '지난', '시간처럼', ""Can't"", 'love', ""can't"", 'love', 'again', '그때의', '우리로', '돌아갈', '순', '없잖아', 'I', 'hate', 'this', 'feeling', '늘', '비워둔', '너의', '자릴', '지워', '이제', '그만', '널', '지우려', '해']",0
